"question_id","created_at","cypher_query","execution_time_ms","query_complexity","question","result_count","sandbox_name","validated"
"76f70ca0-07bc-4ba8-8b9a-a7c9843478a6","2025-11-13T19:52:37.739996+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","257.78","simple","How many total questions are in the database?","1","buzzoverflow","true"
"278117bf-1587-474a-a069-912a85cc89f1","2025-11-14T17:26:54.985105+00:00","""MATCH (u:User)-[:ASKED]->(q:Question)-[:TAGGED]->(t:Tag) WHERE t.name IN ['python', 'neo4j'] RETURN DISTINCT u.display_name, COLLECT(DISTINCT t.name) AS tags LIMIT 10""","399.56","multi-hop","Which users have demonstrated expertise across Python and Neo4j?","10","buzzoverflow","true"
"61f4dd22-6c57-4e59-86d2-ea0c4c42bc44","2025-11-16T18:31:24.836658+00:00","""MATCH (u:User) WHERE u.reputation > 1000 RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 10""","283.62","medium","""List users with reputation over 1000, sorted by reputation in descending order""","10","buzzoverflow","true"
"8378013b-c39e-4d55-85a6-54093e763906","2025-11-16T18:23:50.068795+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.upVotes > 10 RETURN t.name, COUNT(q) AS high_vote_questions ORDER BY high_vote_questions DESC LIMIT 3""","300.52","complex","What are the top 3 tags with the most questions having more than 10 upvotes?","3","buzzoverflow","true"
"bca88ca5-69ac-4f14-8f45-273892562d02","2025-11-14T17:24:04.787095+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, COUNT(q) AS question_count ORDER BY question_count DESC LIMIT 5""","281.27","complex","What are the top 5 tags with the most questions?","5","buzzoverflow","true"
"6ff36b04-3af0-4d3c-9645-7b1335c67628","2025-11-13T19:49:55.344523+00:00","MATCH (u:User) RETURN count(u) AS total_users","298.26","simple","How many users are registered in the database?","1","buzzoverflow","true"
"8ac3bf69-9c9f-43ed-9493-e23d1477ca75","2025-11-16T18:33:01.512276+00:00","MATCH (u:User) RETURN count(u) AS total_users","298.5","simple","How many users are in the database?","1","buzzoverflow","true"
"05a678b1-768d-4713-a224-efc0c9245ea7","2025-11-14T03:53:12.004990+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, count(q) AS question_count ORDER BY question_count DESC LIMIT 1""","300.34","medium","Who is the most active user in terms of questions asked?","1","buzzoverflow","true"
"52527fef-5be2-4914-9e56-df7c49f3d763","2025-11-16T18:23:36.766643+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 1""","558.65","medium","Find the user with the highest reputation","1","buzzoverflow","true"
"5a89460a-e0fa-46cb-ab27-fd6b9f9ab75c","2025-11-14T17:15:14.861456+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, COUNT(q) AS question_count ORDER BY question_count DESC LIMIT 5""","306.35","complex","What are the top 5 most frequently used tags in questions?","5","buzzoverflow","true"
"41a4f6c5-62d3-4625-973e-6046590b2a34","2025-11-16T17:35:04.263848+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 3""","300.77","medium","What are the top 3 users with the highest reputation?","3","buzzoverflow","true"
"bf01c587-2839-4a4e-960f-6d95afae1d67","2025-11-16T18:17:05.484077+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.downVotes > q.upVotes RETURN t.name, count(q) as controversial_questions ORDER BY controversial_questions DESC LIMIT 10""","301.43","complex","Find questions with more downvotes than upvotes and list their tags","10","buzzoverflow","true"
"87b7de25-7368-4493-a964-f35a75d5ed69","2025-11-13T19:13:01.796283+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, count(q) AS question_count ORDER BY question_count DESC LIMIT 5""","298.92","complex","What are the top 5 most frequently used tags in questions?","5","buzzoverflow","true"
"2b845b11-764e-40f1-a9c1-f9d5c2bbc4d7","2025-11-13T19:18:03.670947+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, MAX(q.favorites) AS max_favorites ORDER BY max_favorites DESC LIMIT 5""","326.25","medium","Which users have questions with the highest number of favorites?","5","buzzoverflow","true"
"e6d647a6-9111-43f5-96ea-87b584171437","2025-11-14T17:13:31.129764+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, count(q) AS tag_count ORDER BY tag_count DESC LIMIT 5""","326","medium","What are the most frequently used tags in questions?","5","buzzoverflow","true"
"777c887a-4614-427e-992e-9e3aa091cf0f","2025-11-13T19:12:42.440780+00:00","MATCH (u:User) RETURN count(u) AS total_users","302.79","simple","How many users are registered in the system?","1","buzzoverflow","true"
"93ae7ce3-f27c-4dc1-a5ce-da4ef7c20394","2025-11-14T17:09:10.235104+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, count(q) AS question_count ORDER BY question_count DESC LIMIT 5""","308.49","medium","What are the top 5 most frequently used tags?","5","buzzoverflow","true"
"79fd65b0-0edd-48bd-a2d1-77a623fedb39","2025-11-14T17:10:26.398041+00:00","MATCH (u:User) RETURN count(u) AS total_users","300.21","simple","What is the total count of registered users in the system?","1","buzzoverflow","true"
"10aa7b33-220f-40aa-8c05-73cafa9f5fba","2025-11-14T17:20:24.220363+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) WITH u, sum(q.upVotes) AS total_views ORDER BY total_views DESC LIMIT 5 RETURN u.display_name, total_views""","319.2","complex","Rank users by the total number of views on their questions","5","buzzoverflow","true"
"aec23d2e-29c9-425b-9b7e-34262ef11875","2025-11-16T18:31:48.109018+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.upVotes > 50 WITH t, avg(q.score) as avg_score, count(q) as question_count RETURN t.name, round(avg_score, 2) as average_score, question_count ORDER BY question_count DESC LIMIT 10""","300.34","complex","""Find tags that appear in questions with more than 50 upvotes, and show their average question score""","3","buzzoverflow","true"
"c4c5a5cb-4820-4916-8ddb-7169e8a59f02","2025-11-16T18:15:51.040485+00:00","MATCH (u:User) RETURN count(u) as total_users","257.34","simple","How many users are registered in the database?","1","buzzoverflow","true"
"2366f3d1-feb7-480f-a67b-a71f7d17a000","2025-11-16T17:36:20.963759+00:00","MATCH (t:Tag) RETURN count(t) AS total_tags","264.84","simple","How many tags exist in the database?","1","buzzoverflow","true"
"323e6dd1-1b91-49cd-bfce-ca459f08e0b5","2025-11-14T17:10:02.743872+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","295","simple","How many questions are in the database?","1","buzzoverflow","true"
"4e4454d9-54f5-466c-b1e2-d900abdfc975","2025-11-14T17:26:23.959668+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 1""","300.46","medium","Who is the user with the highest reputation?","1","buzzoverflow","true"
"c8900360-1579-4992-9be1-9380c6fe2342","2025-11-16T18:26:35.496333+00:00","""MATCH (u:User)-[:ASKED]->(q1:Question)-[:TAGGED]->(t1:Tag {name: 'neo4j'}), (u)-[:ASKED]->(q2:Question)-[:TAGGED]->(t2:Tag {name: 'graphql'}) RETURN DISTINCT u.display_name""","291.19","multi-hop","Find users who have asked questions in both 'neo4j' and 'graphql' tags","19","buzzoverflow","true"
"ae953b06-21e6-4fc9-8d85-bdb075ed5e61","2025-11-13T19:17:52.408754+00:00","""MATCH (u:User)-[:ASKED]->(q1:Question)-[:TAGGED]->(t1:Tag {name: 'reactjs'}), (u)-[:ASKED]->(q2:Question)-[:TAGGED]->(t2:Tag {name: 'redux'}) RETURN DISTINCT u.display_name LIMIT 10""","302.94","multi-hop","Find users who have asked questions in both React and Redux tags","10","buzzoverflow","true"
"3a10c113-580b-484a-9f56-c7bff13276f7","2025-11-14T17:24:43.702440+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","267.62","simple","Count the number of unique questions stored in the system","1","buzzoverflow","true"
"2abcd851-470f-448a-af7b-d31d5f828289","2025-11-14T04:06:33.384164+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) \nRETURN t.name, count(q) AS question_count \nORDER BY question_count DESC \nLIMIT 10""","313.68","medium","How many questions are there for each tag?","10","buzzoverflow","true"
"96b06271-4c3b-45a4-ad00-c7d67c8b5edd","2025-11-16T18:22:43.357902+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, SUM(q.upVotes) AS total_upvotes ORDER BY total_upvotes DESC LIMIT 5""","323.19","medium","Who are the top users with the most upvoted questions?","5","buzzoverflow","true"
"1faf759b-fc16-4011-8b5a-7302791bd7d7","2025-11-14T17:14:04.616768+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, count(q) AS questions_asked ORDER BY questions_asked DESC LIMIT 5""","304.41","medium","Which users have asked the most questions?","5","buzzoverflow","true"
"3b1cb3f0-646a-4649-99c4-eb0685db9e2c","2025-11-14T16:53:47.785114+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, COUNT(q) AS questions_asked ORDER BY questions_asked DESC LIMIT 1""","319.39","medium","Which user has asked the most questions?","1","buzzoverflow","true"
"0ab72cdf-4aad-497e-aa5e-e4dc10082932","2025-11-16T18:19:41.264728+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","258.66","simple","How many questions have been asked?","1","buzzoverflow","true"
"a9c1776c-8c0c-41b0-bbcd-c2ce6c6023ac","2025-11-16T18:13:58.608513+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.upVotes > 100 RETURN t.name, COUNT(q) AS tag_count ORDER BY tag_count DESC LIMIT 5""","299.46","complex","What are the top 5 most frequently used tags on questions with more than 100 upvotes?","0","buzzoverflow","true"
"97b43736-e25c-433a-97be-0f4bbf1928ee","2025-11-14T17:12:49.653493+00:00","MATCH (u:User) RETURN count(u) AS total_users","298.36","simple","How many users are registered in the database?","1","buzzoverflow","true"
"aa6843b3-9b2a-48e6-82d9-004912ace4e2","2025-11-14T17:22:20.545113+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","296.91","simple","Count the number of questions across all topics","1","buzzoverflow","true"
"08b7a0af-fbbf-42df-8deb-2d95cec5bc34","2025-11-14T17:08:44.402126+00:00","""MATCH (u:User)-[:ASKED]->(q1:Question)-[:TAGGED]->(t1:Tag {name: 'java'}), (u)-[:ASKED]->(q2:Question)-[:TAGGED]->(t2:Tag {name: 'spring'}) RETURN DISTINCT u.display_name LIMIT 10""","297.64","multi-hop","Find users who asked questions with both 'java' and 'spring' tags","4","buzzoverflow","true"
"cfc46f6d-1e5c-4aca-a468-2d611072a958","2025-11-16T18:33:55.784088+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","257.62","simple","How many total questions have been asked?","1","buzzoverflow","true"
"48a92579-b3b9-468a-a755-c79270ed1913","2025-11-16T18:26:22.825012+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, sum(q.score) AS total_score ORDER BY total_score DESC LIMIT 3""","349.24","complex","What are the top 3 tags with the highest cumulative question scores?","3","buzzoverflow","true"
"48fe6717-bf40-46c0-aeb6-c14f27960ab1","2025-11-14T04:05:45.627428+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 5""","302.86","medium","Who are the top 5 users with the highest reputation?","5","buzzoverflow","true"
"6224d634-5f8a-4808-98ca-042faac3cf8a","2025-11-16T18:30:55.139361+00:00","MATCH (q:Question) RETURN count(q) as total_questions","307.82","simple","How many questions are in the database?","1","buzzoverflow","true"
"ff5a274c-393c-4f00-8985-9761293273f2","2025-11-14T17:25:28.695373+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, COUNT(q) AS question_count ORDER BY question_count DESC LIMIT 10""","305.72","medium","How many questions are associated with each tag?","10","buzzoverflow","true"
"fc98adb3-280f-4776-92f1-ce6501bde298","2025-11-13T19:50:34.924047+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.score > 10 WITH q, count(DISTINCT t) AS tag_count WHERE tag_count > 2 RETURN q.title, q.score, tag_count ORDER BY q.score DESC LIMIT 5""","346.11","complex","Find questions with a score above 10 that are tagged with more than two tags","5","buzzoverflow","true"
"49c44207-e8cb-452e-8b8b-17319f0a2f75","2025-11-14T17:09:39.699440+00:00","""MATCH (u:User)-[:ASKED]->(q1:Question)-[:TAGGED]->(t1:Tag), (u)-[:ASKED]->(q2:Question)-[:TAGGED]->(t2:Tag) WHERE t1.name <> t2.name AND t1.name STARTS WITH 'python|java|javascript|c++' AND t2.name STARTS WITH 'python|java|javascript|c++' RETURN DISTINCT u.display_name LIMIT 10""","407.14","multi-hop","Find users who asked questions in multiple programming language tags","0","buzzoverflow","true"
"af5be8fa-9861-4a80-aa11-c975a7626810","2025-11-14T17:17:39.134466+00:00","""MATCH (u:User)-[:ASKED]->(q1:Question)-[:TAGGED]->(t1:Tag {name: 'java'}), (u)-[:ASKED]->(q2:Question)-[:TAGGED]->(t2:Tag {name: 'spring'}) RETURN DISTINCT u.display_name LIMIT 10""","340.51","multi-hop","Identify developers who have posted questions related to both Java and Spring frameworks","4","buzzoverflow","true"
"a897e2aa-3237-41c4-a79d-bc3bbad95102","2025-11-16T18:14:30.350178+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, SUM(q.favorites) AS total_favorites ORDER BY total_favorites DESC LIMIT 5""","322.14","medium","Which users have the most favorited questions?","5","buzzoverflow","true"
"9f286176-d605-46db-8aea-0975d433c9b7","2025-11-16T17:18:38.030022+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, count(q) AS tag_count ORDER BY tag_count DESC LIMIT 5""","293.86","complex","What are the top 5 most popular tags among questions?","5","buzzoverflow","true"
"15890a86-7a8c-470d-9815-5430ca17c2b6","2025-11-14T17:16:05.142323+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WITH q, COUNT(t) AS tag_count WHERE tag_count > 2 RETURN COUNT(DISTINCT q) AS multi_tagged_questions""","329.64","complex","How many questions have more than two tags?","1","buzzoverflow","true"
"ed006eac-0215-4487-8f5e-b091c5bed6dd","2025-11-13T19:50:14.581761+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, count(q) AS question_count ORDER BY question_count DESC LIMIT 1""","340.93","medium","Who is the user that asked the most questions?","1","buzzoverflow","true"
"87a42ccc-5308-44af-a0b1-b27bfe50cd7f","2025-11-13T19:13:23.504880+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","298.25","simple","How many total questions exist in the database?","1","buzzoverflow","true"
"c277ace5-6cdb-46b8-a6af-b223d2b50eee","2025-11-14T17:25:46.069027+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) WHERE u.reputation > 10000 AND q.upVotes > 10 RETURN u.display_name, u.reputation, q.title, q.upVotes ORDER BY q.upVotes DESC LIMIT 5""","295.61","complex","""Find users with reputation over 10,000 who have asked highly upvoted questions""","5","buzzoverflow","true"
"bcde8a33-17fc-4c32-93c4-73087dcd649f","2025-11-16T18:22:20.816228+00:00","MATCH (u:User)-[:ASKED]->(q:Question)<-[:ANSWERED]-(a:Answer) WHERE u = a.user RETURN DISTINCT u.display_name LIMIT 10","286.16","multi-hop","Find users who have answered their own questions","0","buzzoverflow","true"
"26252ffc-d69c-43a7-91aa-4135e69df2a8","2025-11-13T19:51:48.690359+00:00","""MATCH (u:User) WITH CASE WHEN u.reputation < 100 THEN 'Low' WHEN u.reputation >= 100 AND u.reputation < 500 THEN 'Medium' WHEN u.reputation >= 500 AND u.reputation < 1000 THEN 'High' ELSE 'Very High' END AS reputation_range RETURN reputation_range, COUNT(*) AS user_count ORDER BY user_count DESC""","292.59","complex","Group users by reputation ranges and count the number of users in each range","4","buzzoverflow","true"
"5f896a08-4e70-4887-9014-2d15d0d63dfc","2025-11-13T19:13:33.333852+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, count(q) AS question_count ORDER BY question_count DESC LIMIT 3""","326.28","medium","Which top 3 users have asked the most questions?","3","buzzoverflow","true"
"337cfc70-910a-4284-88e9-66c2ea8b5dea","2025-11-13T19:12:52.476194+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 1""","302.71","medium","Who is the user with the highest reputation?","1","buzzoverflow","true"
"13d755be-d431-4e43-a926-bcf3f1697013","2025-11-14T17:17:48.759584+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","305.1","simple","How many questions have been asked in total?","1","buzzoverflow","true"
"02d0d77e-f7ee-48e5-ad89-fb72fabdd583","2025-11-14T17:18:10.678038+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.score > 50 WITH q, COLLECT(t.name) AS tags WHERE SIZE(tags) > 1 RETURN q.title, q.score, tags ORDER BY q.score DESC LIMIT 5""","771.63","complex","Find questions with high scores that have multiple tags","1","buzzoverflow","true"
"d6c9364d-b416-463b-86c7-0d515dd9cd3b","2025-11-16T18:16:54.205912+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) RETURN u.display_name, count(q) AS questions_asked ORDER BY questions_asked DESC LIMIT 5""","280.02","medium","What are the top 5 users with the most questions asked?","5","buzzoverflow","true"
"4f7a4195-2dd0-496e-86cd-d84be26f77ca","2025-11-14T17:19:14.070712+00:00","MATCH (u:User) RETURN count(u) AS total_users","267.31","simple","What is the total number of registered users?","1","buzzoverflow","true"
"d5bca660-6e28-4104-9eac-13712e96befd","2025-11-16T18:14:41.511681+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.score > 10 RETURN t.name, COUNT(q) AS high_scored_questions ORDER BY high_scored_questions DESC LIMIT 3""","294.34","complex","What are the top 3 tags with the most questions scored above 10?","3","buzzoverflow","true"
"2cd585cd-3a92-45a7-8004-e717d048775e","2025-11-16T18:17:43.446747+00:00","MATCH (q:Question)-[:TAGGED]->(t:Tag {name: 'javascript'}) RETURN count(q) as javascript_questions","290.39","simple","How many questions are tagged with 'javascript'?","1","buzzoverflow","true"
"fea18ef0-cd3f-4c4d-a449-c5688596bc46","2025-11-16T18:32:40.769925+00:00","""MATCH (q:Question) WHERE q.upVotes > 20 RETURN q.title, q.upVotes, q.favorites, (q.upVotes + q.favorites) as total_engagement ORDER BY total_engagement DESC LIMIT 10""","303.68","complex","""Find questions with more than 20 upvotes, sorted by total engagement (upvotes + favorites)""","10","buzzoverflow","true"
"73c13b8b-66e2-478d-bf86-fe3d62cdcaa5","2025-11-14T17:22:31.138271+00:00","""MATCH (q:Question) RETURN q.title, q.favorites ORDER BY q.favorites DESC LIMIT 3""","298.85","medium","What are the top 3 most favorited questions?","3","buzzoverflow","true"
"390f1904-c7ab-4ea5-b721-4232751c952e","2025-11-14T17:28:59.564422+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, SUM(q.score) AS total_score ORDER BY total_score DESC LIMIT 5""","335.21","complex","What are the top 5 tags with the highest total question scores?","5","buzzoverflow","true"
"3c2ad15a-6129-408c-8536-e2a028088d67","2025-11-14T17:17:58.707441+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) RETURN t.name, COUNT(q) AS question_count ORDER BY question_count DESC LIMIT 5""","299.52","medium","What are the most frequently used tags in questions?","5","buzzoverflow","true"
"27617f1a-40f6-4487-be9c-6aa030cf730f","2025-11-16T18:19:01.901721+00:00","MATCH (u:User) RETURN count(u) AS total_users","258.64","simple","How many users are registered in the database?","1","buzzoverflow","true"
"67b32507-d70d-49f4-ad07-34842d05326b","2025-11-16T18:19:21.546487+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.upVotes > 100 AND t.name IN ['python', 'java', 'javascript', 'c++', 'c#'] RETURN t.name, count(q) AS high_vote_questions ORDER BY high_vote_questions DESC""","306.16","complex","How many questions have more than 100 upvotes and are tagged with popular programming languages?","0","buzzoverflow","true"
"c9b4495e-7f80-4712-8ca9-671e83dd9071","2025-11-14T04:07:25.544987+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag)\nWITH t.name AS tag_name, avg(q.score) AS avg_score\nORDER BY avg_score DESC\nLIMIT 5\nRETURN tag_name, avg_score""","347.23","complex","What are the top 5 tags with the highest average question scores?","5","buzzoverflow","true"
"6b1ededc-700b-43b0-aad0-c167e690e050","2025-11-16T18:29:54.931560+00:00","""MATCH (u:User)-[:ASKED]->(q:Question) WITH u, COUNT(q) AS questions_asked WHERE questions_asked > 0 RETURN u.display_name, questions_asked ORDER BY questions_asked DESC LIMIT 10""","301.72","multi-hop","List top 10 users by number of questions asked","10","buzzoverflow","true"
"8477e41b-771b-43dc-b1e7-1690be3eca98","2025-11-16T18:16:18.687838+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WHERE q.upVotes > 10 RETURN t.name, count(q) AS tag_count ORDER BY tag_count DESC LIMIT 5""","298.49","complex","Which 5 tags appear most on highly upvoted questions?","5","buzzoverflow","true"
"0aff36b5-1277-4657-a47f-70845844bb45","2025-11-13T19:13:44.420341+00:00","""MATCH (q:Question) RETURN q.title, q.upVotes ORDER BY q.upVotes DESC LIMIT 5""","282.3","complex","What are the top 5 questions with the highest upvotes?","5","buzzoverflow","true"
"b966ecb0-8346-4338-9897-12925d8b2a35","2025-11-14T17:09:26.602237+00:00","""MATCH (q:Question) RETURN q.title, q.score ORDER BY q.score DESC LIMIT 5""","301.86","complex","Find the top 5 highest-scored questions","5","buzzoverflow","true"
"8b58e334-8c08-492d-a7d4-c0a2b7bc42ca","2025-11-16T18:27:49.185418+00:00","""MATCH (q:Question)-[:TAGGED]->(t1:Tag), (q)-[:TAGGED]->(t2:Tag) WHERE t1 <> t2 WITH t1.name AS tag1, t2.name AS tag2, count(DISTINCT q) AS co_occurrence ORDER BY co_occurrence DESC LIMIT 5 RETURN tag1, tag2, co_occurrence""","543.67","complex","What are the most frequently co-occurring tags in questions?","5","buzzoverflow","true"
"d7ab49d4-c10a-4dda-8f57-ce4b7ae5d0c6","2025-11-14T17:19:22.892971+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 1""","284.34","medium","Who is the user with the highest reputation?","1","buzzoverflow","true"
"9448e785-eff7-4438-a105-9ea11566bdac","2025-11-16T18:18:18.879887+00:00","""MATCH (u:User) RETURN u.display_name, u.reputation ORDER BY u.reputation DESC LIMIT 1""","268.91","medium","Which user has the highest reputation?","1","buzzoverflow","true"
"139a6ce0-c71e-4d2d-9bd9-b6ab5988aa66","2025-11-16T17:18:15.252589+00:00","MATCH (u:User) RETURN count(u) as total_users","255.1","simple","How many users are registered in the database?","1","buzzoverflow","true"
"6cfab03e-fc32-4976-bad8-44b18987914b","2025-11-14T17:21:24.324768+00:00","MATCH (u:User) RETURN count(u) AS total_users","299.88","simple","How many users are registered in the buzzoverflow database?","1","buzzoverflow","true"
"74f24de2-c298-4e4a-85ec-9d81e77e93d7","2025-11-16T18:22:31.330390+00:00","MATCH (q:Question) RETURN count(q) AS total_questions","258.2","simple","How many questions are in the database?","1","buzzoverflow","true"
"7f31d2f1-0d8f-4cf8-a359-aa28a8161214","2025-11-16T18:13:36.712819+00:00","MATCH (u:User) RETURN count(u) AS total_users","300.25","simple","How many total users are in the database?","1","buzzoverflow","true"
"403bc81d-0038-4183-86da-c5a8ac8a7384","2025-11-14T17:12:26.451216+00:00","""MATCH (q:Question)-[:TAGGED]->(t:Tag) WITH t.name AS tag, AVG(q.score) AS avg_score, STDEV(q.score) AS score_variation RETURN tag, avg_score, score_variation ORDER BY score_variation DESC LIMIT 5""","404.47","complex","What are the most controversial tags with high variation in question scores?","5","buzzoverflow","true"
"a76e5233-e886-4a16-9e38-8db4d776776c","2025-11-16T17:19:08.554190+00:00","MATCH (u:User)-[:ASKED]->(q:Question) RETURN avg(u.reputation) as avg_reputation","283.64","medium","What is the average reputation of users who have asked at least one question?","1","buzzoverflow","true"
